date,mens underwear,State
2017-07-09,0,KS
2017-07-16,17,KS
2017-07-23,0,KS
2017-07-30,0,KS
2017-08-06,29,KS
2017-08-13,13,KS
2017-08-20,62,KS
2017-08-27,0,KS
2017-09-03,13,KS
2017-09-10,38,KS
2017-09-17,0,KS
2017-09-24,0,KS
2017-10-01,0,KS
2017-10-08,0,KS
2017-10-15,0,KS
2017-10-22,0,KS
2017-10-29,38,KS
2017-11-05,13,KS
2017-11-12,15,KS
2017-11-19,0,KS
2017-11-26,31,KS
2017-12-03,31,KS
2017-12-10,16,KS
2017-12-17,34,KS
2017-12-24,19,KS
2017-12-31,17,KS
2018-01-07,16,KS
2018-01-14,16,KS
2018-01-21,31,KS
2018-01-28,0,KS
2018-02-04,31,KS
2018-02-11,16,KS
2018-02-18,0,KS
2018-02-25,15,KS
2018-03-04,15,KS
2018-03-11,16,KS
2018-03-18,17,KS
2018-03-25,0,KS
2018-04-01,15,KS
2018-04-08,47,KS
2018-04-15,0,KS
2018-04-22,31,KS
2018-04-29,0,KS
2018-05-06,0,KS
2018-05-13,17,KS
2018-05-20,0,KS
2018-05-27,37,KS
2018-06-03,35,KS
2018-06-10,17,KS
2018-06-17,18,KS
2018-06-24,0,KS
2018-07-01,0,KS
2018-07-08,17,KS
2018-07-15,0,KS
2018-07-22,0,KS
2018-07-29,0,KS
2018-08-05,0,KS
2018-08-12,0,KS
2018-08-19,0,KS
2018-08-26,16,KS
2018-09-02,16,KS
2018-09-09,0,KS
2018-09-16,0,KS
2018-09-23,0,KS
2018-09-30,32,KS
2018-10-07,32,KS
2018-10-14,0,KS
2018-10-21,0,KS
2018-10-28,0,KS
2018-11-04,0,KS
2018-11-11,0,KS
2018-11-18,17,KS
2018-11-25,0,KS
2018-12-02,15,KS
2018-12-09,0,KS
2018-12-16,100,KS
2018-12-23,18,KS
2018-12-30,35,KS
2015-01-04,21,KY
2015-01-11,21,KY
2015-01-18,21,KY
2015-01-25,40,KY
2015-02-01,41,KY
2015-02-08,0,KY
2015-02-15,62,KY
2015-02-22,0,KY
2015-03-01,20,KY
2015-03-08,21,KY
2015-03-15,22,KY
2015-03-22,0,KY
2015-03-29,0,KY
2015-04-05,0,KY
2015-04-12,22,KY
2015-04-19,22,KY
2015-04-26,22,KY
2015-05-03,23,KY
2015-05-10,0,KY
2015-05-17,23,KY
2015-05-24,24,KY
2015-05-31,0,KY
2015-06-07,22,KY
2015-06-14,0,KY
2015-06-21,29,KY
2015-06-28,0,KY
2015-07-05,0,KY
2015-07-12,0,KY
2015-07-19,0,KY
2015-07-26,37,KY
2015-08-02,73,KY
2015-08-09,74,KY
2015-08-16,0,KY
2015-08-23,0,KY
2015-08-30,34,KY
2015-09-06,71,KY
2015-09-13,35,KY
2015-09-20,34,KY
2015-09-27,0,KY
2015-10-04,71,KY
2015-10-11,35,KY
2015-10-18,34,KY
2015-10-25,33,KY
2015-11-01,32,KY
2015-11-08,32,KY
2015-11-15,0,KY
2015-11-22,0,KY
2015-11-29,0,KY
2015-12-06,64,KY
2015-12-13,34,KY
2015-12-20,39,KY
2015-12-27,67,KY
2016-01-03,49,KY
2016-01-10,0,KY
2016-01-17,23,KY
2016-01-24,70,KY
2016-01-31,23,KY
2016-02-07,0,KY
2016-02-14,0,KY
2016-02-21,0,KY
2016-02-28,46,KY
2016-03-06,46,KY
2016-03-13,24,KY
2016-03-20,71,KY
2016-03-27,24,KY
2016-04-03,49,KY
2016-04-10,0,KY
2016-04-17,0,KY
2016-04-24,23,KY
2016-05-01,0,KY
2016-05-08,24,KY
2016-05-15,48,KY
2016-05-22,50,KY
2016-05-29,26,KY
2016-06-05,0,KY
2016-06-12,0,KY
2016-06-19,25,KY
2016-06-26,50,KY
2016-07-03,0,KY
2016-07-10,0,KY
2016-07-17,51,KY
2016-07-24,0,KY
2016-07-31,100,KY
2016-08-07,53,KY
2016-08-14,26,KY
2016-08-21,25,KY
2016-08-28,0,KY
2016-09-04,0,KY
2016-09-11,46,KY
2016-09-18,47,KY
2016-09-25,23,KY
2016-10-02,0,KY
2016-10-09,47,KY
2016-10-16,23,KY
2016-10-23,0,KY
2016-10-30,0,KY
2016-11-06,0,KY
2016-11-13,0,KY
2016-11-20,92,KY
2016-11-27,21,KY
2016-12-04,0,KY
2016-12-11,65,KY
2016-12-18,24,KY
2016-12-25,23,KY
2017-01-01,43,KY
2017-01-08,42,KY
2017-01-15,42,KY
2017-01-22,0,KY
2017-01-29,40,KY
2017-02-05,20,KY
2017-02-12,0,KY
2017-02-19,20,KY
2017-02-26,0,KY
2017-03-05,0,KY
2017-03-12,20,KY
2017-03-19,20,KY
2017-03-26,20,KY
2017-04-02,44,KY
2017-04-09,64,KY
2017-04-16,83,KY
2017-04-23,21,KY
2017-04-30,82,KY
2017-05-07,22,KY
2017-05-14,0,KY
2017-05-21,46,KY
2017-05-28,71,KY
2017-06-04,0,KY
2017-06-11,45,KY
2017-06-18,44,KY
2017-06-25,24,KY
2017-07-02,0,KY
2017-07-09,0,KY
2017-07-16,23,KY
2017-07-23,46,KY
2017-07-30,67,KY
2017-08-06,22,KY
2017-08-13,22,KY
2017-08-20,42,KY
2017-08-27,41,KY
2017-09-03,21,KY
2017-09-10,0,KY
2017-09-17,0,KY
2017-09-24,0,KY
2017-10-01,43,KY
2017-10-08,21,KY
2017-10-15,0,KY
2017-10-22,20,KY
2017-10-29,40,KY
2017-11-05,0,KY
2017-11-12,19,KY
2017-11-19,20,KY
2017-11-26,19,KY
2017-12-03,20,KY
2017-12-10,0,KY
2017-12-17,21,KY
2017-12-24,68,KY
2017-12-31,20,KY
2018-01-07,0,KY
2018-01-14,19,KY
2018-01-21,19,KY
2018-01-28,19,KY
2018-02-04,18,KY
2018-02-11,18,KY
2018-02-18,0,KY
2018-02-25,19,KY
2018-03-04,57,KY
2018-03-11,19,KY
2018-03-18,0,KY
2018-03-25,19,KY
2018-04-01,20,KY
2018-04-08,19,KY
2018-04-15,0,KY
2018-04-22,19,KY
2018-04-29,0,KY
2018-05-06,40,KY
2018-05-13,20,KY
2018-05-20,0,KY
2018-05-27,63,KY
2018-06-03,21,KY
2018-06-10,20,KY
2018-06-17,21,KY
2018-06-24,40,KY
2018-07-01,21,KY
2018-07-08,80,KY
2018-07-15,20,KY
2018-07-22,62,KY
2018-07-29,20,KY
2018-08-05,0,KY
2018-08-12,0,KY
2018-08-19,20,KY
2018-08-26,20,KY
2018-09-02,39,KY
2018-09-09,0,KY
2018-09-16,39,KY
2018-09-23,0,KY
2018-09-30,0,KY
2018-10-07,21,KY
2018-10-14,40,KY
2018-10-21,20,KY
2018-10-28,20,KY
2018-11-04,19,KY
2018-11-11,19,KY
2018-11-18,20,KY
2018-11-25,37,KY
2018-12-02,57,KY
2018-12-09,77,KY
2018-12-16,100,KY
2018-12-23,22,KY
2018-12-30,80,KY
2015-01-04,29,LA
2015-01-11,32,LA
2015-01-18,33,LA
2015-01-25,0,LA
2015-02-01,0,LA
2015-02-08,0,LA
2015-02-15,0,LA
2015-02-22,32,LA
2015-03-01,0,LA
2015-03-08,0,LA
2015-03-15,33,LA
2015-03-22,0,LA
2015-03-29,73,LA
2015-04-05,35,LA
2015-04-12,0,LA
2015-04-19,33,LA
2015-04-26,34,LA
2015-05-03,0,LA
2015-05-10,0,LA
2015-05-17,35,LA
2015-05-24,74,LA
2015-05-31,0,LA
2015-06-07,36,LA
2015-06-14,0,LA
2015-06-21,0,LA
2015-06-28,41,LA
2015-07-05,40,LA
2015-07-12,0,LA
2015-07-19,40,LA
2015-07-26,0,LA
2015-08-02,0,LA
2015-08-09,77,LA
2015-08-16,37,LA
2015-08-23,74,LA
2015-08-30,0,LA
2015-09-06,0,LA
2015-09-13,0,LA
2015-09-20,36,LA
2015-09-27,70,LA
2015-10-04,36,LA
2015-10-11,36,LA
2015-10-18,36,LA
2015-10-25,0,LA
2015-11-01,0,LA
2015-11-08,0,LA
2015-11-15,0,LA
2015-11-22,40,LA
2015-11-29,0,LA
2015-12-06,0,LA
2015-12-13,36,LA
2015-12-20,40,LA
2015-12-27,0,LA
2016-01-03,0,LA
2016-01-10,24,LA
2016-01-17,0,LA
2016-01-24,25,LA
2016-01-31,24,LA
2016-02-07,0,LA
2016-02-14,0,LA
2016-02-21,0,LA
2016-02-28,0,LA
2016-03-06,23,LA
2016-03-13,0,LA
2016-03-20,0,LA
2016-03-27,24,LA
2016-04-03,48,LA
2016-04-10,0,LA
2016-04-17,0,LA
2016-04-24,23,LA
2016-05-01,0,LA
2016-05-08,49,LA
2016-05-15,24,LA
2016-05-22,0,LA
2016-05-29,25,LA
2016-06-05,24,LA
2016-06-12,48,LA
2016-06-19,0,LA
2016-06-26,0,LA
2016-07-03,0,LA
2016-07-10,25,LA
2016-07-17,0,LA
2016-07-24,0,LA
2016-07-31,24,LA
2016-08-07,100,LA
2016-08-14,0,LA
2016-08-21,0,LA
2016-08-28,0,LA
2016-09-04,69,LA
2016-09-11,67,LA
2016-09-18,0,LA
2016-09-25,0,LA
2016-10-02,0,LA
2016-10-09,23,LA
2016-10-16,0,LA
2016-10-23,0,LA
2016-10-30,23,LA
2016-11-06,0,LA
2016-11-13,22,LA
2016-11-20,48,LA
2016-11-27,0,LA
2016-12-04,41,LA
2016-12-11,43,LA
2016-12-18,46,LA
2016-12-25,46,LA
2017-01-01,0,LA
2017-01-08,0,LA
2017-01-15,0,LA
2017-01-22,41,LA
2017-01-29,41,LA
2017-02-05,41,LA
2017-02-12,0,LA
2017-02-19,20,LA
2017-02-26,41,LA
2017-03-05,38,LA
2017-03-12,39,LA
2017-03-19,20,LA
2017-03-26,0,LA
2017-04-02,20,LA
2017-04-09,0,LA
2017-04-16,44,LA
2017-04-23,0,LA
2017-04-30,20,LA
2017-05-07,0,LA
2017-05-14,0,LA
2017-05-21,23,LA
2017-05-28,0,LA
2017-06-04,22,LA
2017-06-11,22,LA
2017-06-18,0,LA
2017-06-25,46,LA
2017-07-02,0,LA
2017-07-09,69,LA
2017-07-16,23,LA
2017-07-23,46,LA
2017-07-30,22,LA
2017-08-06,87,LA
2017-08-13,0,LA
2017-08-20,21,LA
2017-08-27,62,LA
2017-09-03,0,LA
2017-09-10,20,LA
2017-09-17,0,LA
2017-09-24,21,LA
2017-10-01,41,LA
2017-10-08,21,LA
2017-10-15,0,LA
2017-10-22,0,LA
2017-10-29,0,LA
2017-11-05,21,LA
2017-11-12,0,LA
2017-11-19,0,LA
2017-11-26,0,LA
2017-12-03,40,LA
2017-12-10,20,LA
2017-12-17,42,LA
2017-12-24,23,LA
2017-12-31,62,LA
2018-01-07,39,LA
2018-01-14,59,LA
2018-01-21,0,LA
2018-01-28,97,LA
2018-02-04,0,LA
2018-02-11,20,LA
2018-02-18,19,LA
2018-02-25,0,LA
2018-03-04,0,LA
2018-03-11,0,LA
2018-03-18,20,LA
2018-03-25,0,LA
2018-04-01,42,LA
2018-04-08,57,LA
2018-04-15,20,LA
2018-04-22,78,LA
2018-04-29,20,LA
2018-05-06,0,LA
2018-05-13,0,LA
2018-05-20,21,LA
2018-05-27,0,LA
2018-06-03,0,LA
2018-06-10,0,LA
2018-06-17,41,LA
2018-06-24,41,LA
2018-07-01,21,LA
2018-07-08,20,LA
2018-07-15,20,LA
2018-07-22,41,LA
2018-07-29,61,LA
2018-08-05,20,LA
2018-08-12,21,LA
2018-08-19,21,LA
2018-08-26,0,LA
2018-09-02,20,LA
2018-09-09,20,LA
2018-09-16,0,LA
2018-09-23,20,LA
2018-09-30,79,LA
2018-10-07,21,LA
2018-10-14,0,LA
2018-10-21,20,LA
2018-10-28,0,LA
2018-11-04,19,LA
2018-11-11,60,LA
2018-11-18,21,LA
2018-11-25,38,LA
2018-12-02,40,LA
2018-12-09,61,LA
2018-12-16,62,LA
2018-12-23,22,LA
2018-12-30,0,LA
2015-01-04,0,ME
2015-01-11,40,ME
2015-01-18,0,ME
2015-01-25,0,ME
2015-02-01,40,ME
2015-02-08,0,ME
2015-02-15,0,ME
2015-02-22,0,ME
2015-03-01,0,ME
2015-03-08,0,ME
2015-03-15,0,ME
2015-03-22,44,ME
2015-03-29,0,ME
2015-04-05,0,ME
2015-04-12,0,ME
2015-04-19,0,ME
2015-04-26,0,ME
2015-05-03,0,ME
2015-05-10,0,ME
2015-05-17,43,ME
2015-05-24,0,ME
2015-05-31,0,ME
2015-06-07,0,ME
2015-06-14,0,ME
2015-06-21,0,ME
2015-06-28,0,ME
2015-07-05,0,ME
2015-07-12,0,ME
2015-07-19,0,ME
2015-07-26,0,ME
2015-08-02,40,ME
2015-08-09,0,ME
2015-08-16,0,ME
2015-08-23,0,ME
2015-08-30,0,ME
2015-09-06,37,ME
2015-09-13,36,ME
2015-09-20,36,ME
2015-09-27,0,ME
2015-10-04,0,ME
2015-10-11,0,ME
2015-10-18,0,ME
2015-10-25,0,ME
2015-11-01,0,ME
2015-11-08,38,ME
2015-11-15,0,ME
2015-11-22,41,ME
2015-11-29,71,ME
2015-12-06,73,ME
2015-12-13,0,ME
2015-12-20,0,ME
2015-12-27,0,ME
2016-01-03,0,ME
2016-01-10,64,ME
2016-01-17,0,ME
2016-01-24,0,ME
2016-01-31,0,ME
2016-02-07,0,ME
2016-02-14,0,ME
2016-02-21,0,ME
2016-02-28,0,ME
2016-03-06,33,ME
2016-03-13,0,ME
2016-03-20,0,ME
2016-03-27,0,ME
2016-04-03,0,ME
2016-04-10,0,ME
2016-04-17,36,ME
2016-04-24,0,ME
2016-05-01,0,ME
2016-05-08,0,ME
2016-05-15,0,ME
2016-05-22,0,ME
2016-05-29,34,ME
2016-06-05,0,ME
2016-06-12,0,ME
2016-06-19,0,ME
2016-06-26,0,ME
2016-07-03,0,ME
2016-07-10,68,ME
2016-07-17,0,ME
2016-07-24,0,ME
2016-07-31,32,ME
2016-08-07,0,ME
2016-08-14,34,ME
2016-08-21,0,ME
2016-08-28,0,ME
2016-09-04,32,ME
2016-09-11,0,ME
2016-09-18,0,ME
2016-09-25,0,ME
2016-10-02,0,ME
2016-10-09,0,ME
2016-10-16,0,ME
2016-10-23,0,ME
2016-10-30,31,ME
2016-11-06,30,ME
2016-11-13,0,ME
2016-11-20,0,ME
2016-11-27,0,ME
2016-12-04,0,ME
2016-12-11,30,ME
2016-12-18,0,ME
2016-12-25,100,ME
2017-01-01,31,ME
2017-01-08,61,ME
2017-01-15,0,ME
2017-01-22,0,ME
2017-01-29,29,ME
2017-02-05,56,ME
2017-02-12,0,ME
2017-02-19,31,ME
2017-02-26,0,ME
2017-03-05,0,ME
2017-03-12,0,ME
2017-03-19,0,ME
2017-03-26,0,ME
2017-04-02,0,ME
2017-04-09,0,ME
2017-04-16,31,ME
2017-04-23,0,ME
2017-04-30,0,ME
2017-05-07,0,ME
2017-05-14,0,ME
2017-05-21,0,ME
2017-05-28,0,ME
2017-06-04,0,ME
2017-06-11,0,ME
2017-06-18,0,ME
2017-06-25,0,ME
2017-07-02,0,ME
2017-07-09,0,ME
2017-07-16,0,ME
2017-07-23,30,ME
2017-07-30,29,ME
2017-08-06,57,ME
2017-08-13,29,ME
2017-08-20,29,ME
2017-08-27,0,ME
2017-09-03,0,ME
2017-09-10,28,ME
2017-09-17,28,ME
2017-09-24,28,ME
2017-10-01,29,ME
2017-10-08,0,ME
2017-10-15,28,ME
2017-10-22,0,ME
2017-10-29,31,ME
2017-11-05,0,ME
2017-11-12,27,ME
2017-11-19,0,ME
2017-11-26,53,ME
2017-12-03,27,ME
2017-12-10,0,ME
2017-12-17,0,ME
2017-12-24,0,ME
2017-12-31,0,ME
2018-01-07,0,ME
2018-01-14,0,ME
2018-01-21,0,ME
2018-01-28,0,ME
2018-02-04,0,ME
2018-02-11,0,ME
2018-02-18,29,ME
2018-02-25,26,ME
2018-03-04,0,ME
2018-03-11,0,ME
2018-03-18,0,ME
2018-03-25,0,ME
2018-04-01,0,ME
2018-04-08,0,ME
2018-04-15,29,ME
2018-04-22,0,ME
2018-04-29,27,ME
2018-05-06,28,ME
2018-05-13,0,ME
2018-05-20,0,ME
2018-05-27,0,ME
2018-06-03,27,ME
2018-06-10,0,ME
2018-06-17,29,ME
2018-06-24,0,ME
2018-07-01,0,ME
2018-07-08,0,ME
2018-07-15,0,ME
2018-07-22,26,ME
2018-07-29,0,ME
2018-08-05,0,ME
2018-08-12,0,ME
2018-08-19,57,ME
2018-08-26,57,ME
2018-09-02,0,ME
2018-09-09,0,ME
2018-09-16,0,ME
2018-09-23,54,ME
2018-09-30,0,ME
2018-10-07,27,ME
2018-10-14,0,ME
2018-10-21,0,ME
2018-10-28,55,ME
2018-11-04,27,ME
2018-11-11,28,ME
2018-11-18,30,ME
2018-11-25,80,ME
2018-12-02,28,ME
2018-12-09,0,ME
2018-12-16,0,ME
2018-12-23,0,ME
2018-12-30,58,ME
2015-01-04,22,MD
2015-01-11,23,MD
2015-01-18,0,MD
2015-01-25,22,MD
2015-02-01,44,MD
2015-02-08,22,MD
2015-02-15,45,MD
2015-02-22,45,MD
2015-03-01,44,MD
2015-03-08,23,MD
2015-03-15,0,MD
2015-03-22,26,MD
2015-03-29,0,MD
2015-04-05,25,MD
2015-04-12,24,MD
2015-04-19,24,MD
2015-04-26,47,MD
2015-05-03,0,MD
2015-05-10,24,MD
2015-05-17,0,MD
2015-05-24,0,MD
2015-05-31,0,MD
2015-06-07,0,MD
2015-06-14,25,MD
2015-06-21,0,MD
2015-06-28,0,MD
2015-07-05,0,MD
2015-07-12,0,MD
2015-07-19,0,MD
2015-07-26,25,MD
2015-08-02,0,MD
2015-08-09,51,MD
2015-08-16,100,MD
2015-08-23,25,MD
2015-08-30,0,MD
2015-09-06,24,MD
2015-09-13,0,MD
2015-09-20,46,MD
2015-09-27,0,MD
2015-10-04,23,MD
2015-10-11,24,MD
2015-10-18,23,MD
2015-10-25,0,MD
2015-11-01,0,MD
2015-11-08,23,MD
2015-11-15,0,MD
2015-11-22,50,MD
2015-11-29,22,MD
2015-12-06,0,MD
2015-12-13,23,MD
2015-12-20,78,MD
2015-12-27,71,MD
2016-01-03,0,MD
2016-01-10,16,MD
2016-01-17,33,MD
2016-01-24,50,MD
2016-01-31,16,MD
2016-02-07,0,MD
2016-02-14,32,MD
2016-02-21,16,MD
2016-02-28,16,MD
2016-03-06,16,MD
2016-03-13,0,MD
2016-03-20,17,MD
2016-03-27,49,MD
2016-04-03,0,MD
2016-04-10,32,MD
2016-04-17,0,MD
2016-04-24,30,MD
2016-05-01,29,MD
2016-05-08,15,MD
2016-05-15,16,MD
2016-05-22,0,MD
2016-05-29,32,MD
2016-06-05,32,MD
2016-06-12,32,MD
2016-06-19,0,MD
2016-06-26,0,MD
2016-07-03,18,MD
2016-07-10,18,MD
2016-07-17,36,MD
2016-07-24,17,MD
2016-07-31,36,MD
2016-08-07,18,MD
2016-08-14,0,MD
2016-08-21,72,MD
2016-08-28,17,MD
2016-09-04,17,MD
2016-09-11,0,MD
2016-09-18,33,MD
2016-09-25,33,MD
2016-10-02,16,MD
2016-10-09,0,MD
2016-10-16,17,MD
2016-10-23,0,MD
2016-10-30,17,MD
2016-11-06,0,MD
2016-11-13,0,MD
2016-11-20,51,MD
2016-11-27,0,MD
2016-12-04,15,MD
2016-12-11,91,MD
2016-12-18,48,MD
2016-12-25,52,MD
2017-01-01,47,MD
2017-01-08,30,MD
2017-01-15,45,MD
2017-01-22,0,MD
2017-01-29,29,MD
2017-02-05,28,MD
2017-02-12,14,MD
2017-02-19,29,MD
2017-02-26,13,MD
2017-03-05,28,MD
2017-03-12,27,MD
2017-03-19,29,MD
2017-03-26,43,MD
2017-04-02,14,MD
2017-04-09,0,MD
2017-04-16,44,MD
2017-04-23,0,MD
2017-04-30,0,MD
2017-05-07,15,MD
2017-05-14,16,MD
2017-05-21,31,MD
2017-05-28,0,MD
2017-06-04,16,MD
2017-06-11,63,MD
2017-06-18,16,MD
2017-06-25,0,MD
2017-07-02,51,MD
2017-07-09,16,MD
2017-07-16,16,MD
2017-07-23,32,MD
2017-07-30,31,MD
2017-08-06,47,MD
2017-08-13,0,MD
2017-08-20,16,MD
2017-08-27,0,MD
2017-09-03,15,MD
2017-09-10,73,MD
2017-09-17,0,MD
2017-09-24,15,MD
2017-10-01,29,MD
2017-10-08,14,MD
2017-10-15,15,MD
2017-10-22,15,MD
2017-10-29,29,MD
2017-11-05,0,MD
2017-11-12,53,MD
2017-11-19,55,MD
2017-11-26,50,MD
2017-12-03,0,MD
2017-12-10,50,MD
2017-12-17,39,MD
2017-12-24,45,MD
2017-12-31,67,MD
2018-01-07,25,MD
2018-01-14,0,MD
2018-01-21,51,MD
2018-01-28,25,MD
2018-02-04,12,MD
2018-02-11,38,MD
2018-02-18,0,MD
2018-02-25,25,MD
2018-03-04,13,MD
2018-03-11,38,MD
2018-03-18,38,MD
2018-03-25,0,MD
2018-04-01,13,MD
2018-04-08,26,MD
2018-04-15,13,MD
2018-04-22,13,MD
2018-04-29,13,MD
2018-05-06,0,MD
2018-05-13,38,MD
2018-05-20,0,MD
2018-05-27,0,MD
2018-06-03,52,MD
2018-06-10,13,MD
2018-06-17,27,MD
2018-06-24,14,MD
2018-07-01,14,MD
2018-07-08,14,MD
2018-07-15,28,MD
2018-07-22,0,MD
2018-07-29,13,MD
2018-08-05,14,MD
2018-08-12,14,MD
2018-08-19,29,MD
2018-08-26,14,MD
2018-09-02,27,MD
2018-09-09,39,MD
2018-09-16,0,MD
2018-09-23,13,MD
2018-09-30,13,MD
2018-10-07,27,MD
2018-10-14,14,MD
2018-10-21,0,MD
2018-10-28,0,MD
2018-11-04,0,MD
2018-11-11,53,MD
2018-11-18,43,MD
2018-11-25,78,MD
2018-12-02,52,MD
2018-12-09,79,MD
2018-12-16,27,MD
2018-12-23,46,MD
2018-12-30,0,MD
2015-01-04,43,MA
2015-01-11,69,MA
2015-01-18,26,MA
2015-01-25,34,MA
2015-02-01,50,MA
2015-02-08,59,MA
2015-02-15,44,MA
2015-02-22,33,MA
2015-03-01,25,MA
2015-03-08,26,MA
2015-03-15,0,MA
2015-03-22,36,MA
2015-03-29,17,MA
2015-04-05,42,MA
2015-04-12,26,MA
2015-04-19,72,MA
2015-04-26,86,MA
2015-05-03,36,MA
2015-05-10,37,MA
2015-05-17,37,MA
2015-05-24,29,MA
2015-05-31,54,MA
2015-06-07,27,MA
2015-06-14,63,MA
2015-06-21,28,MA
2015-06-28,21,MA
2015-07-05,40,MA
2015-07-12,30,MA
2015-07-19,51,MA
2015-07-26,39,MA
2015-08-02,40,MA
2015-08-09,79,MA
2015-08-16,51,MA
2015-08-23,40,MA
2015-08-30,29,MA
2015-09-06,19,MA
2015-09-13,37,MA
2015-09-20,73,MA
2015-09-27,36,MA
2015-10-04,37,MA
2015-10-11,46,MA
2015-10-18,35,MA
2015-10-25,35,MA
2015-11-01,26,MA
2015-11-08,53,MA
2015-11-15,44,MA
2015-11-22,39,MA
2015-11-29,60,MA
2015-12-06,52,MA
2015-12-13,71,MA
2015-12-20,22,MA
2015-12-27,60,MA
2016-01-03,14,MA
2016-01-10,13,MA
2016-01-17,28,MA
2016-01-24,100,MA
2016-01-31,49,MA
2016-02-07,34,MA
2016-02-14,29,MA
2016-02-21,27,MA
2016-02-28,27,MA
2016-03-06,14,MA
2016-03-13,36,MA
2016-03-20,14,MA
2016-03-27,41,MA
2016-04-03,27,MA
2016-04-10,34,MA
2016-04-17,22,MA
2016-04-24,28,MA
2016-05-01,41,MA
2016-05-08,43,MA
2016-05-15,22,MA
2016-05-22,15,MA
2016-05-29,30,MA
2016-06-05,34,MA
2016-06-12,20,MA
2016-06-19,38,MA
2016-06-26,32,MA
2016-07-03,40,MA
2016-07-10,39,MA
2016-07-17,32,MA
2016-07-24,62,MA
2016-07-31,32,MA
2016-08-07,32,MA
2016-08-14,42,MA
2016-08-21,15,MA
2016-08-28,21,MA
2016-09-04,27,MA
2016-09-11,27,MA
2016-09-18,27,MA
2016-09-25,34,MA
2016-10-02,20,MA
2016-10-09,48,MA
2016-10-16,27,MA
2016-10-23,34,MA
2016-10-30,34,MA
2016-11-06,26,MA
2016-11-13,27,MA
2016-11-20,57,MA
2016-11-27,51,MA
2016-12-04,44,MA
2016-12-11,94,MA
2016-12-18,56,MA
2016-12-25,30,MA
2017-01-01,42,MA
2017-01-08,27,MA
2017-01-15,46,MA
2017-01-22,32,MA
2017-01-29,13,MA
2017-02-05,36,MA
2017-02-12,48,MA
2017-02-19,37,MA
2017-02-26,17,MA
2017-03-05,30,MA
2017-03-12,25,MA
2017-03-19,25,MA
2017-03-26,25,MA
2017-04-02,25,MA
2017-04-09,20,MA
2017-04-16,26,MA
2017-04-23,13,MA
2017-04-30,13,MA
2017-05-07,45,MA
2017-05-14,35,MA
2017-05-21,14,MA
2017-05-28,21,MA
2017-06-04,42,MA
2017-06-11,28,MA
2017-06-18,35,MA
2017-06-25,44,MA
2017-07-02,47,MA
2017-07-09,36,MA
2017-07-16,29,MA
2017-07-23,21,MA
2017-07-30,35,MA
2017-08-06,21,MA
2017-08-13,29,MA
2017-08-20,28,MA
2017-08-27,50,MA
2017-09-03,13,MA
2017-09-10,52,MA
2017-09-17,19,MA
2017-09-24,26,MA
2017-10-01,20,MA
2017-10-08,46,MA
2017-10-15,39,MA
2017-10-22,45,MA
2017-10-29,26,MA
2017-11-05,33,MA
2017-11-12,32,MA
2017-11-19,28,MA
2017-11-26,56,MA
2017-12-03,13,MA
2017-12-10,26,MA
2017-12-17,21,MA
2017-12-24,64,MA
2017-12-31,69,MA
2018-01-07,26,MA
2018-01-14,13,MA
2018-01-21,26,MA
2018-01-28,25,MA
2018-02-04,19,MA
2018-02-11,19,MA
2018-02-18,41,MA
2018-02-25,50,MA
2018-03-04,13,MA
2018-03-11,65,MA
2018-03-18,38,MA
2018-03-25,39,MA
2018-04-01,64,MA
2018-04-08,51,MA
2018-04-15,20,MA
2018-04-22,45,MA
2018-04-29,39,MA
2018-05-06,26,MA
2018-05-13,27,MA
2018-05-20,40,MA
2018-05-27,27,MA
2018-06-03,27,MA
2018-06-10,39,MA
2018-06-17,40,MA
2018-06-24,21,MA
2018-07-01,29,MA
2018-07-08,27,MA
2018-07-15,35,MA
2018-07-22,40,MA
2018-07-29,53,MA
2018-08-05,40,MA
2018-08-12,48,MA
2018-08-19,43,MA
2018-08-26,42,MA
2018-09-02,27,MA
2018-09-09,38,MA
2018-09-16,19,MA
2018-09-23,26,MA
2018-09-30,45,MA
2018-10-07,33,MA
2018-10-14,26,MA
2018-10-21,19,MA
2018-10-28,26,MA
2018-11-04,13,MA
2018-11-11,26,MA
2018-11-18,49,MA
2018-11-25,76,MA
2018-12-02,32,MA
2018-12-09,59,MA
2018-12-16,40,MA
2018-12-23,64,MA
2018-12-30,56,MA
2015-01-04,14,MI
2015-01-11,27,MI
2015-01-18,27,MI
2015-01-25,41,MI
2015-02-01,13,MI
2015-02-08,27,MI
2015-02-15,55,MI
2015-02-22,53,MI
2015-03-01,14,MI
2015-03-08,42,MI
2015-03-15,0,MI
2015-03-22,29,MI
2015-03-29,0,MI
2015-04-05,0,MI
2015-04-12,14,MI
2015-04-19,0,MI
2015-04-26,29,MI
2015-05-03,0,MI
2015-05-10,0,MI
2015-05-17,47,MI
2015-05-24,62,MI
2015-05-31,15,MI
2015-06-07,0,MI
2015-06-14,16,MI
2015-06-21,14,MI
2015-06-28,39,MI
2015-07-05,25,MI
2015-07-12,25,MI
2015-07-19,38,MI
2015-07-26,0,MI
2015-08-02,12,MI
2015-08-09,37,MI
2015-08-16,37,MI
2015-08-23,37,MI
2015-08-30,12,MI
2015-09-06,37,MI
2015-09-13,34,MI
2015-09-20,0,MI
2015-09-27,11,MI
2015-10-04,34,MI
2015-10-11,11,MI
2015-10-18,11,MI
